site1,site2,comm_sim,site_dis,group
T42,T35,0.498631637,283093.1521,T
T42,T36,0.430291657,255454.33,T
T42,T37,0.356204551,228929.5088,T
T42,T38,0.424524982,173721.9434,T
T42,T39,0.505004301,159080.3397,T
T42,T40,0.483384158,109898.4521,T
T42,T41,0.447318008,58260.19376,T
T43,T01,0.161115021,510759.498,T
T43,T02,0.292419267,499722.7168,T
T43,T04,0.122683556,439598.7305,T
T43,T05,0.135956682,413091.2217,T
T43,T06,0.198432246,293252.0214,T
T43,T07,0.208108531,282791.0207,T
T43,T08,0.350164204,198897.5499,T
T43,T09,0.226816014,142164.675,T
T43,T10,0.233442802,315502.7823,T
T43,T11,0.232269919,303273.3707,T
T43,T12,0.16412542,533055.2729,T
T43,T13,0.167995934,601755.3842,T
T43,T15,0.096801939,766694.9022,T
T43,T18,0.106341387,1381707.967,T
T43,T19,0.138732504,1569709.517,T
T43,T20,0.282840722,1715217.678,T
T43,T21,0.148037376,1761383.541,T
T43,T22,0.219426851,732133.5744,T
T43,T23,0.235964501,870373.8428,T
T43,T24,0.209828759,1025681.602,T
T43,T25,0.116701853,1121585.422,T
T43,T26,0.139612167,1064033.964,T
T43,T27,0.140452733,1136618.489,T
T43,T28,0.25089921,531082.3693,T
T43,T29,0.23727422,684434.2055,T
T43,T30,0.17755493,957400.2759,T
T43,T31,0.409824849,492930.3126,T
T43,T32,0.485319415,430141.923,T
T43,T33,0.518277426,392035.0645,T
T43,T34,0.511728829,325293.9204,T
T43,T35,0.549671593,296970.3657,T
T43,T36,0.463601533,278522.9581,T
T43,T37,0.342931425,272302.8727,T
T43,T38,0.482250371,212735.6279,T
T43,T39,0.498338416,197249.0592,T
T43,T40,0.457346157,156003.1901,T
T43,T41,0.443779811,110934.1403,T
T43,T42,0.463288764,57043.12712,T
T44,T01,0.148682461,538270.2934,T
T44,T02,0.275510204,539919.8345,T
T44,T04,0.113808742,489888.3472,T
T44,T05,0.127785597,467708.1922,T
T44,T06,0.197005239,340715.1125,T
T44,T07,0.195011338,349219.7007,T
T44,T08,0.369028071,264368.8345,T
T44,T09,0.215751818,209754.8301,T
T44,T10,0.220814763,378506.3636,T
T44,T11,0.212174525,374328.7871,T
T44,T12,0.157107671,604308.4343,T
T44,T13,0.159199312,668381.8617,T
T44,T15,0.092560013,838049.7161,T
T44,T18,0.10190398,1453078.634,T
T44,T19,0.131304246,1640540.677,T
T44,T20,0.26984127,1786476.452,T
T44,T21,0.140296348,1832033.677,T
T44,T22,0.195754164,661075.0451,T
T44,T23,0.211646728,800514.8687,T
T44,T24,0.183653921,955932.9565,T
T44,T25,0.104054265,1053509.984,T
T44,T26,0.129368989,1000249.842,T
T44,T27,0.121002424,1077557.942,T
T44,T28,0.21983736,472828.8699,T
T44,T29,0.228849011,626768.5147,T
T44,T30,0.165669716,890254.6887,T
T44,T31,0.355833138,450802.624,T
T44,T32,0.411681914,400880.7545,T
T44,T33,0.421455939,353572.4107,T
T44,T34,0.40450778,287208.5743,T
T44,T35,0.457737118,273780.0593,T
T44,T36,0.418269607,268093.521,T
T44,T37,0.303092501,291515.2581,T
T44,T38,0.40521151,229031.2577,T
T44,T39,0.430721714,213738.8278,T
T44,T40,0.415298303,188193.1019,T
T44,T41,0.380854641,158339.7996,T
T44,T42,0.401692861,118786.2524,T
T44,T43,0.513351318,71433.89258,T
T45,T01,0.26372273,602268.343,T
T45,T02,0.378176558,598067.3635,T
T45,T04,0.237508797,541006.5753,T
T45,T05,0.245523497,514933.5559,T
T45,T06,0.385135663,393750.7219,T
T45,T07,0.34078114,380766.8643,T
T45,T08,0.265149738,298394.1699,T
T45,T09,0.371276097,206217.2855,T
T45,T10,0.351513019,357865.1547,T
T45,T11,0.326902025,377865.5288,T
T45,T12,0.35430839,607214.0262,T
T45,T13,0.350828837,651526.193,T
T45,T15,0.121100164,847510.1252,T
T45,T18,0.118109313,1461084.485,T
T45,T19,0.230041442,1654206.885,T
T45,T20,0.375381187,1796060.192,T
T45,T21,0.232133083,1846777.86,T
T45,T22,0.170869497,653623.7099,T
T45,T23,0.209046837,784814.2578,T
T45,T24,0.170185316,939354.1952,T
T45,T25,0.105461725,1030557.089,T
T45,T26,0.230921104,966901.1624,T
T45,T27,0.133493627,1036250.691,T
T45,T28,0.20400344,430950.784,T
T45,T29,0.164614122,583801.3116,T
T45,T30,0.306630698,864818.2133,T
T45,T31,0.379408085,508498.1555,T
T45,T32,0.238056142,465308.6518,T
T45,T33,0.261337868,414311.809,T
T45,T34,0.289311127,348958.4881,T
T45,T35,0.314821331,340867.0851,T
T45,T36,0.352275393,336935.4807,T
T45,T37,0.496442255,357268.8921,T
T45,T38,0.372898585,295069.446,T
T45,T39,0.315759637,279574.9975,T
T45,T40,0.326804285,248375.32,T
T45,T41,0.332277739,210009.6599,T
T45,T42,0.267397764,158855.1412,T
T45,T43,0.319102354,101847.8972,T
T45,T44,0.298674642,68968.26073,T
T46,T01,0.130150911,644227.3421,T
T46,T02,0.261103292,630201.5686,T
T46,T04,0.09639143,563901.0197,T
T46,T05,0.107983423,533244.6914,T
T46,T06,0.145300649,421492.3955,T
T46,T07,0.173488936,384152.5257,T
T46,T08,0.287082649,307640.3411,T
T46,T09,0.178063179,184667.6147,T
T46,T10,0.193056533,311654.4172,T
T46,T11,0.199272813,353082.0038,T
T46,T12,0.121021972,577476.0476,T
T46,T13,0.126202205,604443.8395,T
T46,T15,0.081339432,821867.7332,T
T46,T18,0.094104308,1431974.916,T
T46,T19,0.109469075,1630042.752,T
T46,T20,0.223629682,1767859.279,T
T46,T21,0.122488076,1823367.833,T
T46,T22,0.257252326,691555.992,T
T46,T23,0.25570803,814668.6876,T
T46,T24,0.225037141,967574.6903,T
T46,T25,0.140139964,1052233.645,T
T46,T26,0.11764016,977759.9822,T
T46,T27,0.157342247,1037268.78,T
T46,T28,0.280709985,436891.6584,T
T46,T29,0.265521151,585814.6761,T
T46,T30,0.135722105,884752.1519,T
T46,T31,0.328426773,577102.7296,T
T46,T32,0.432246462,531985.3673,T
T46,T33,0.481370709,482389.7407,T
T46,T34,0.424173118,416704.5611,T
T46,T35,0.393912738,405281.0903,T
T46,T36,0.317225741,397311.8147,T
T46,T37,0.243627336,404801.9251,T
T46,T38,0.30401126,344090.2265,T
T46,T39,0.348854484,328488.6516,T
T46,T40,0.340448823,289499.7037,T
T46,T41,0.28176558,243180.3633,T
T46,T42,0.413949488,185907.3994,T
T46,T43,0.462702322,133524.0162,T
T46,T44,0.394264602,131560.9107,T
T46,T45,0.246970052,68700.69837,T
T47,T01,0.133747752,742686.1454,T
T47,T02,0.257252326,724677.7983,T
T47,T04,0.10180624,653477.6141,T
T47,T05,0.114942529,620041.6328,T
T47,T06,0.149092971,514967.9103,T
T47,T07,0.168347799,461859.4783,T
T47,T08,0.274435061,391933.3503,T
T47,T09,0.176303855,250290.6529,T
T47,T10,0.185882399,328413.4789,T
T47,T11,0.196301509,402019.9141,T
T47,T12,0.125185706,612333.8146,T
T47,T13,0.132926734,608262.2726,T
T47,T15,0.08347017,859179.8424,T
T47,T18,0.090448823,1460308.449,T
T47,T19,0.118422081,1665148.42,T
T47,T20,0.230178278,1796577.151,T
T47,T21,0.127433732,1859081.462,T
T47,T22,0.242376261,694438.5749,T
T47,T23,0.243451404,802527.5342,T
T47,T24,0.211666276,951262.2838,T
T47,T25,0.138087419,1025264.583,T
T47,T26,0.122273047,935974.7192,T
T47,T27,0.149444835,982194.0493,T
T47,T28,0.263331769,398174.8072,T
T47,T29,0.237821565,537248.3846,T
T47,T30,0.137989679,856663.3402,T
T47,T31,0.358804441,661195.2105,T
T47,T32,0.398936586,624000.2383,T
T47,T33,0.447220267,570430.6446,T
T47,T34,0.415571976,506217.656,T
T47,T35,0.397587771,500708.415,T
T47,T36,0.393736805,495659.1774,T
T47,T37,0.282527954,504790.4612,T
T47,T38,0.341973571,444251.7439,T
T47,T39,0.36222535,428654.5279,T
T47,T40,0.338161701,388751.2119,T
T47,T41,0.281374619,340837.8562,T
T47,T42,0.390628665,282818.8518,T
T47,T43,0.463875205,232852.8476,T
T47,T44,0.397841895,227872.8417,T
T47,T45,0.292732035,159848.3166,T
T47,T46,0.56452811,100205.0584,T
T48,T01,0.37164751,787776.8511,T
T48,T02,0.3997967,772915.9839,T
T48,T04,0.268296974,703577.0623,T
T48,T05,0.297404019,670792.1651,T
T48,T06,0.411330049,563590.508,T
T48,T07,0.419852999,513659.9475,T
T48,T08,0.275432012,442908.687,T
T48,T09,0.385800297,302326.7675,T
T48,T10,0.386699507,374109.2064,T
T48,T11,0.364981625,452806.8165,T
T48,T12,0.368656658,660122.554,T
T48,T13,0.415220111,647766.571,T
T48,T15,0.117679256,906934.26,T
T48,T18,0.11703417,1505246.027,T
T48,T19,0.305926968,1711684.547,T
T48,T20,0.505297521,1841408.606,T
T48,T21,0.271014153,1905678.254,T
T48,T22,0.171768707,665836.5823,T
T48,T23,0.206994292,767042.0436,T
T48,T24,0.163988584,913664.6525,T
T48,T25,0.106732348,983702.3036,T
T48,T26,0.256646337,889990.6516,T
T48,T27,0.13206662,932872.9717,T
T48,T28,0.2054109,355576.1004,T
T48,T29,0.171319102,490429.4205,T
T48,T30,0.249257174,815116.6385,T
T48,T31,0.360641958,679561.229,T
T48,T32,0.234948002,649783.8835,T
T48,T33,0.255962155,592748.0063,T
T48,T34,0.286828525,530345.8217,T
T48,T35,0.300551255,530962.9642,T
T48,T36,0.333587458,530090.1563,T
T48,T37,0.457326609,546976.3701,T
T48,T38,0.351239346,485577.415,T
T48,T39,0.309836578,469973.4619,T
T48,T40,0.337008367,432834.0829,T
T48,T41,0.336343733,386781.1579,T
T48,T42,0.277719134,329293.1797,T
T48,T43,0.317108453,277017.4284,T
T48,T44,0.304050356,262515.1413,T
T48,T45,0.459379154,193566.6147,T
T48,T46,0.265638439,143637.7905,T
T48,T47,0.314567206,52045.47531,T
T49,T01,0.275060599,850739.1662,T
T49,T02,0.324087106,831047.1122,T
T49,T04,0.210767065,757222.9141,T
T49,T05,0.24358824,722219.1281,T
T49,T06,0.245230276,621140.0476,T
T49,T07,0.282352021,559520.2977,T
T49,T08,0.243275471,494069.1994,T
T49,T09,0.275862069,346148.5512,T
T49,T10,0.26503245,387047.2613,T
T49,T11,0.287649543,481737.0715,T
T49,T12,0.25089921,675348.4007,T
T49,T13,0.282254281,642529.3932,T
T49,T15,0.111541168,920751.5724,T
T49,T18,0.110876535,1509324.984,T
T49,T19,0.258131988,1719993.413,T
T49,T20,0.385526624,1844772.67,T
T49,T21,0.235886309,1913965.756,T
T49,T22,0.181718664,700848.2636,T
T49,T23,0.234400657,790446.085,T
T49,T24,0.167604973,932417.6035,T
T49,T25,0.11453202,993861.4036,T
T49,T26,0.251427008,889032.1676,T
T49,T27,0.134959731,919893.2062,T
T49,T28,0.228262569,369484.4805,T
T49,T29,0.179627023,489939.1418,T
T49,T30,0.233130034,826059.3732,T
T49,T31,0.308546407,750105.8128,T
T49,T32,0.239913207,721128.77,T
T49,T33,0.252032997,663932.2564,T
T49,T34,0.280749081,601665.7333,T
T49,T35,0.285616545,601950.7661,T
T49,T36,0.273887716,600102.2743,T
T49,T37,0.32655016,612827.3702,T
T49,T38,0.322484166,552073.515,T
T49,T39,0.305555556,536467.1209,T
T49,T40,0.316678395,496948.225,T
T49,T41,0.318828681,448825.1581,T
T49,T42,0.28837282,390709.2364,T
T49,T43,0.333391977,341036.8147,T
T49,T44,0.295234186,332099.8637,T
T49,T45,0.341758542,263178.4784,T
T49,T46,0.28026038,208034.8922,T
T49,T47,0.291559152,108197.0151,T
T49,T48,0.418328251,71344.90757,T
T50,T01,0.128372038,888126.1685,T
T50,T02,0.212975995,873964.6313,T
T50,T04,0.097720697,804026.6566,T
T50,T05,0.113789194,770633.268,T
T50,T06,0.128841192,664595.8302,T
T50,T07,0.153413089,611200.9181,T
T50,T08,0.209261866,542477.4104,T
T50,T09,0.154155915,398392.8726,T
T50,T10,0.15992259,447554.5038,T
T50,T11,0.178004535,539781.8647,T
T50,T12,0.120513723,735877.513,T
T50,T13,0.129271249,702420.4507,T
T50,T15,0.088552662,981439.1503,T
T50,T18,0.102490421,1569937.34,T
T50,T19,0.114942529,1780790.734,T
T50,T20,0.191414497,1905305.852,T
T50,T21,0.129173508,1974758.798,T
T50,T22,0.32004066,656445.6121,T
T50,T23,0.2259559,738993.5045,T
T50,T24,0.231155681,878547.6599,T
T50,T25,0.150246305,936802.9428,T
T50,T26,0.111560716,829399.0071,T
T50,T27,0.171710063,859085.4635,T
T50,T28,0.253342716,316030.527,T
T50,T29,0.296250684,430951.2117,T
T50,T30,0.133591368,769463.1712,T
T50,T31,0.262940809,753887.2984,T
T50,T32,0.232621784,733502.2218,T
T50,T33,0.286867621,672795.0736,T
T50,T34,0.265951208,613097.1778,T
T50,T35,0.261904762,620292.3193,T
T50,T36,0.261455157,623379.3402,T
T50,T37,0.227949801,646035.6226,T
T50,T38,0.275138791,584242.4816,T
T50,T39,0.268023301,568670.4202,T
T50,T40,0.250742826,533004.7732,T
T50,T41,0.222378607,487604.4963,T
T50,T42,0.255317069,430252.2357,T
T50,T43,0.362518571,377494.0675,T
T50,T44,0.315485965,358188.2538,T
T50,T45,0.260340918,289903.8986,T
T50,T46,0.378802096,244430.2623,T
T50,T47,0.398115568,150614.6953,T
T50,T48,0.262569396,101052.1615,T
T50,T49,0.263820471,60820.05339,T
T51,T01,0.1608218,936590.3161,T
T51,T02,0.289584799,929791.1306,T
T51,T04,0.12164751,865260.5991,T
T51,T05,0.141234655,834118.3614,T
T51,T06,0.167761357,722176.1182,T
T51,T07,0.196457894,679600.1678,T
T51,T08,0.282977559,607127.9984,T
T51,T09,0.202380952,468825.5404,T
T51,T10,0.208792712,528486.2561,T
T51,T11,0.225232622,616819.5408,T
T51,T12,0.154644616,816737.4145,T
T51,T13,0.162248808,784402.3966,T
T51,T15,0.100046915,1062656.579,T
T51,T18,0.108237548,1652104.174,T
T51,T19,0.147059973,1862782.739,T
T51,T20,0.248162483,1987480.24,T
T51,T21,0.157381343,2056763.047,T
T51,T22,0.272304324,595271.1079,T
T51,T23,0.313003362,667555.8996,T
T51,T24,0.254789272,803615.0086,T
T51,T25,0.145926187,857872.4445,T
T51,T26,0.155602471,747774.5759,T
T51,T27,0.175561029,777160.7976,T
T51,T28,0.351337087,244491.89,T
T51,T29,0.277992806,350197.6285,T
T51,T30,0.182539683,691223.4996,T
T51,T31,0.325377277,758931.7582,T
T51,T32,0.371217452,750213.1245,T
T51,T33,0.398760654,685547.1115,T
T51,T34,0.378313394,630055.3289,T
T51,T35,0.348150755,646170.2412,T
T51,T36,0.298283681,655592.6726,T
T51,T37,0.249491751,690707.5653,T
T51,T38,0.299730237,628253.1984,T
T51,T39,0.326765189,612912.5537,T
T51,T40,0.324106654,582493.3919,T
T51,T41,0.287786379,541020.8922,T
T51,T42,0.381011025,485436.947,T
T51,T43,0.413714911,430101.5029,T
T51,T44,0.35260771,399245.1634,T
T51,T45,0.26583392,334361.669,T
T51,T46,0.469055438,301363.0198,T
T51,T47,0.432500586,218568.7834,T
T51,T48,0.274591446,166523.6699,T
T51,T49,0.323617953,142836.7607,T
T51,T50,0.336206897,82174.4051,T
T52,T01,0.140609117,933890.6795,T
T52,T02,0.248084291,933307.1488,T
T52,T04,0.107162405,873960.0838,T
T52,T05,0.120200954,845119.9727,T
T52,T06,0.160626319,728227.3536,T
T52,T07,0.175697865,696394.5697,T
T52,T08,0.293044804,620552.5552,T
T52,T09,0.188228165,489458.6067,T
T52,T10,0.192958793,564042.5746,T
T52,T11,0.199409649,644673.8704,T
T52,T12,0.138927985,851323.6859,T
T52,T13,0.143854093,827795.8744,T
T52,T15,0.091563062,1097957.72,T
T52,T18,0.107729299,1692373.199,T
T52,T19,0.12254672,1901031.148,T
T52,T20,0.233403706,2028186.826,T
T52,T21,0.137481429,2095053.078,T
T52,T22,0.314879975,540417.9441,T
T52,T23,0.23657049,613843.2629,T
T52,T24,0.24528892,751381.1965,T
T52,T25,0.150695911,808800.2022,T
T52,T26,0.121021972,703921.5714,T
T52,T27,0.171260458,741083.598,T
T52,T28,0.262549848,190432.7283,T
T52,T29,0.289154742,304366.0829,T
T52,T30,0.152162014,641413.3225,T
T52,T31,0.326041911,727971.5258,T
T52,T32,0.339940574,726182.2146,T
T52,T33,0.378469779,659516.78,T
T52,T34,0.351180702,607027.3718,T
T52,T35,0.369477676,628742.9972,T
T52,T36,0.352529518,642388.0318,T
T52,T37,0.280377668,686329.5729,T
T52,T38,0.361130659,623869.9172,T
T52,T39,0.357866135,608845.277,T
T52,T40,0.337966221,582823.4646,T
T52,T41,0.304050356,544992.1126,T
T52,T42,0.32735163,491573.2991,T
T52,T43,0.454316209,434984.805,T
T52,T44,0.497712878,395885.9842,T
T52,T45,0.293103448,335245.6723,T
T52,T46,0.426030182,312937.4794,T
T52,T47,0.434181719,242674.0117,T
T52,T48,0.287239034,192187.2525,T
T52,T49,0.286281179,185751.4167,T
T52,T50,0.4744507,128049.8905,T
T52,T51,0.375772148,54882.58118,T
T53,T01,0.31292517,937501.639,T
T53,T02,0.241496599,942142.5414,T
T53,T04,0.204453046,887231.0074,T
T53,T05,0.296211588,860346.0375,T
T53,T06,0.190046133,739843.5882,T
T53,T07,0.234420205,716754.0577,T
T53,T08,0.175795606,638614.9092,T
T53,T09,0.232269919,513891.2294,T
T53,T10,0.204277113,598878.4609,T
T53,T11,0.226483697,673668.8415,T
T53,T12,0.21512628,884769.7289,T
T53,T13,0.257956056,867571.6767,T
T53,T15,0.097427477,1131614.784,T
T53,T18,0.101767144,1729393.734,T
T53,T19,0.348248495,1936465.823,T
T53,T20,0.325044961,2065442.437,T
T53,T21,0.260829619,2130466.33,T
T53,T22,0.145554774,494021.2451,T
T53,T23,0.169188365,567669.2693,T
T53,T24,0.136367191,706238.6894,T
T53,T25,0.097427477,766134.814,T
T53,T26,0.325377277,665776.8313,T
T53,T27,0.115411682,709628.7292,T
T53,T28,0.169696614,144216.9796,T
T53,T29,0.141566972,265897.0309,T
T53,T30,0.187798108,598269.0001,T
T53,T31,0.187622175,706943.4778,T
T53,T32,0.153589022,711659.3312,T
T53,T33,0.160098522,643423.5888,T
T53,T34,0.167311752,594006.0832,T
T53,T35,0.170165767,620715.8348,T
T53,T36,0.166295254,638054.6701,T
T53,T37,0.234224724,689425.2605,T
T53,T38,0.203651576,627304.5442,T
T53,T39,0.182500586,612641.8974,T
T53,T40,0.208988193,590494.8146,T
T53,T41,0.199292361,555943.302,T
T53,T42,0.182930644,504726.5721,T
T53,T43,0.218293064,447710.0282,T
T53,T44,0.202459145,402339.6021,T
T53,T45,0.257584643,346249.5437,T
T53,T46,0.195050434,332754.4011,T
T53,T47,0.202947846,272864.7642,T
T53,T48,0.32254281,224822.9022,T
T53,T49,0.345101259,227791.445,T
T53,T50,0.195343655,172317.1205,T
T53,T51,0.225271718,101505.3791,T
T53,T52,0.203026038,46689.61417,T
T54,T01,0.131089217,984555.008,T
T54,T02,0.223082336,1003657.303,T
T54,T04,0.106497772,961275.1104,T
T54,T05,0.112166706,939791.5307,T
T54,T06,0.160606771,811763.7636,T
T54,T07,0.156931738,810858.1078,T
T54,T08,0.243646884,728523.5923,T
T54,T09,0.180350301,620787.2337,T
T54,T10,0.18236375,725736.6867,T
T54,T11,0.177769959,787941.7772,T
T54,T12,0.136855892,1007063.479,T
T54,T13,0.137657362,1002545.474,T
T54,T15,0.081007115,1253436.26,T
T54,T18,0.086500117,1857554.326,T
T54,T19,0.116213152,2060895.301,T
T54,T20,0.212897803,2193841.562,T
T54,T21,0.122664008,2254675.859,T
T54,T22,0.141039174,358054.1003,T
T54,T23,0.16142779,424026.7344,T
T54,T24,0.136953632,563599.5579,T
T54,T25,0.083001016,628844.8277,T
T54,T26,0.112264446,541925.0714,T
T54,T27,0.097016968,606282.7168,T
T54,T28,0.164535929,750.8076345,T
T54,T29,0.150950035,154689.2556,T
T54,T30,0.148604269,460284.4553,T
T54,T31,0.263742279,681688.3372,T
T54,T32,0.247947455,708208.8721,T
T54,T33,0.255649386,636832.8164,T
T54,T34,0.256998202,599165.4522,T
T54,T35,0.284502307,640509.0723,T
T54,T36,0.30801861,668352.0959,T
T54,T37,0.243627336,739534.9519,T
T54,T38,0.290190789,679983.9326,T
T54,T39,0.282899367,666736.1856,T
T54,T40,0.280084448,655569.7705,T
T54,T41,0.2660294,630435.4369,T
T54,T42,0.25862069,586253.4281,T
T54,T43,0.295410118,530338.3063,T
T54,T44,0.285245133,472095.6428,T
T54,T45,0.232543592,430203.374,T
T54,T46,0.237762921,436142.3397,T
T54,T47,0.242122136,397454.3718,T
T54,T48,0.225291266,354874.7672,T
T54,T49,0.218117132,368847.8272,T
T54,T50,0.207658926,315430.0248,T
T54,T51,0.236335914,243963.3484,T
T54,T52,0.252150285,189881.4173,T
T54,T53,0.158730159,143645.8779,T
T55,T01,0.213718821,1237406.209,T
T55,T02,0.428102275,1263219.19,T
T55,T04,0.161877395,1225153.769,T
T55,T05,0.186038783,1204929.133,T
T55,T06,0.228164829,1075614.54,T
T55,T07,0.251524748,1077294.419,T
T55,T08,0.33827899,994989.0018,T
T55,T09,0.281628743,884988.3362,T
T55,T10,0.285206036,979127.1099,T
T55,T11,0.301254985,1049897.208,T
T55,T12,0.220873407,1264512.331,T
T55,T13,0.230569239,1244679.908,T
T55,T15,0.128762999,1511360.472,T
T55,T18,0.120963328,2109351.095,T
T55,T19,0.187035734,2316712.09,T
T55,T20,0.299710689,2445285.026,T
T55,T21,0.204941747,2510707.232,T
T55,T22,0.23086246,359237.9847,T
T55,T23,0.379525373,309351.8486,T
T55,T24,0.253929158,392322.271,T
T55,T25,0.151008679,410577.6415,T
T55,T26,0.209457346,286938.2013,T
T55,T27,0.173313003,340187.4758,T
T55,T28,0.378293846,265725.4057,T
T55,T29,0.225330362,115097.354,T
T55,T30,0.309152397,256479.7273,T
T55,T31,0.370631011,882342.7713,T
T55,T32,0.279752131,929653.1685,T
T55,T33,0.28917429,858226.381,T
T55,T34,0.318027211,831873.7448,T
T55,T35,0.312240988,882297.7801,T
T55,T36,0.307764485,916020.0761,T
T55,T37,0.3311635,996285.778,T
T55,T38,0.352549066,938500.2007,T
T55,T39,0.341211197,925954.5754,T
T55,T40,0.342364532,918483.1446,T
T55,T41,0.323930722,895591.7818,T
T55,T42,0.344319337,852439.1714,T
T55,T43,0.319512863,796698.0136,T
T55,T44,0.277738682,737373.1196,T
T55,T45,0.297951364,696675.0197,T
T55,T46,0.306454766,700453.792,T
T55,T47,0.298225037,652180.732,T
T55,T48,0.282293377,605029.122,T
T55,T49,0.314195793,602150.5238,T
T55,T50,0.255258425,542462.0569,T
T55,T51,0.384783799,460858.2052,T
T55,T52,0.283622644,417294.761,T
T55,T53,0.211079834,380262.7605,T
T55,T54,0.21332786,266472.5578,T
T56,T01,0.189010087,1291500.296,T
T56,T02,0.379838142,1327200.275,T
T56,T04,0.145202909,1298552.573,T
T56,T05,0.158866995,1282361.167,T
T56,T06,0.198139026,1149944.822,T
T56,T07,0.221479396,1166189.925,T
T56,T08,0.332238643,1082189.122,T
T56,T09,0.240069591,983976.4127,T
T56,T10,0.24458519,1091151.241,T
T56,T11,0.252423958,1152659.071,T
T56,T12,0.180252561,1372875.187,T
T56,T13,0.191101728,1364276.565,T
T56,T15,0.110211901,1619160.762,T
T56,T18,0.114316991,2223046.43,T
T56,T19,0.162913441,2426728.951,T
T56,T20,0.287884119,2559313.232,T
T56,T21,0.176714364,2620495.772,T
T56,T22,0.251798421,310539.3793,T
T56,T23,0.341035265,205792.8059,T
